Order_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Sales,Month,Quarter
2018-10-09,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,12.816,10,4
2018-10-09,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,314.352,10,4
2018-10-09,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,18.98,10,4
2018-10-09,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,18.24,10,4
2016-09-14,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,12.96,9,3
2015-10-07,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,107.44,10,4
2018-05-07,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,26.64,5,2
2018-05-07,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,476.8,5,2
2018-05-07,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Appliances,87.444,5,2
2016-11-14,Standard Class,Consumer,Dover,Delaware,East,Furniture,Furnishings,76.14,11,4
2016-11-14,Standard Class,Consumer,Dover,Delaware,East,Office Supplies,Binders,19.96,11,4
2015-04-08,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Fasteners,2.368,4,2
2015-04-08,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Paper,19.008,4,2
2015-07-26,Standard Class,Consumer,North Las Vegas,Nevada,West,Furniture,Furnishings,134.01,7,3
2015-07-26,Standard Class,Consumer,North Las Vegas,Nevada,West,Technology,Accessories,170.97,7,3
2015-06-08,Standard Class,Corporate,Bristol,Tennessee,South,Furniture,Chairs,170.352,6,2
2015-10-28,First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,7.184,10,4
2015-10-28,First Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,6.28,10,4
2015-10-28,First Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,480.74,10,4
2015-10-28,First Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,141.4,10,4
2018-09-22,First Class,Consumer,Fayetteville,Arkansas,South,Technology,Accessories,34.95,9,3
2016-12-04,Standard Class,Corporate,Springfield,Missouri,Central,Office Supplies,Paper,85.96,12,4
2016-09-21,Same Day,Home Office,Quincy,Massachusetts,East,Furniture,Furnishings,85.3,9,3
2018-11-26,First Class,Consumer,Rockford,Illinois,Central,Office Supplies,Binders,33.568,11,4
2018-06-06,Standard Class,Home Office,San Francisco,California,West,Furniture,Furnishings,4.95,6,2
2018-06-06,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Storage,26.4,6,2
2018-10-23,Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,3.564,10,4
2018-10-23,Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,10.272,10,4
2015-12-20,Same Day,Consumer,Thornton,Colorado,West,Technology,Accessories,447.944,12,4
2018-02-17,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Tables,480.96,2,1
2018-02-17,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Phones,124.792,2,1
2015-05-03,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,40.176,5,2
2015-05-03,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,10.896,5,2
2018-10-17,Second Class,Consumer,San Diego,California,West,Office Supplies,Art,10.64,10,4
2016-11-28,Standard Class,Consumer,Champaign,Illinois,Central,Furniture,Furnishings,151.96,11,4
2015-07-27,Second Class,Consumer,San Francisco,California,West,Technology,Accessories,238.0,7,3
2018-04-23,Second Class,Consumer,Lawrence,Indiana,Central,Technology,Accessories,155.34,4,2
2016-10-23,Second Class,Consumer,San Diego,California,West,Technology,Accessories,148.32,10,4
2016-10-23,Second Class,Consumer,San Diego,California,West,Furniture,Chairs,240.784,10,4
2016-10-23,Second Class,Consumer,San Diego,California,West,Furniture,Chairs,191.968,10,4
2016-10-23,Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,11.56,10,4
2016-10-23,Second Class,Consumer,San Diego,California,West,Office Supplies,Envelopes,11.8,10,4
2017-09-05,Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Envelopes,23.472,9,3
2017-09-05,Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Binders,86.058,9,3
2017-09-05,Second Class,Consumer,Johnson City,Tennessee,South,Technology,Phones,108.784,9,3
2017-09-05,Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Paper,10.272,9,3
2017-10-28,Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Binders,38.19,10,4
2015-04-05,First Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,49.632,4,2
2015-04-05,First Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,52.096,4,2
2016-06-15,Standard Class,Consumer,Gilbert,Arizona,West,Office Supplies,Paper,9.568,6,2
2016-06-15,Standard Class,Consumer,Gilbert,Arizona,West,Office Supplies,Storage,82.368,6,2
2016-06-15,Standard Class,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,364.704,6,2
2016-06-15,Standard Class,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,40.256,6,2
2015-07-05,Standard Class,Corporate,Knoxville,Tennessee,South,Office Supplies,Art,4.368,7,3
2018-01-29,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,12.128,1,1
2017-03-03,Second Class,Consumer,Bloomington,Indiana,Central,Technology,Phones,134.85,3,1
2015-06-02,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Art,8.56,6,2
2015-06-02,Standard Class,Consumer,Roswell,Georgia,South,Technology,Phones,239.97,6,2
2015-06-02,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Storage,356.94,6,2
2017-11-10,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,279.944,11,4
2015-11-22,Standard Class,Home Office,Bolingbrook,Illinois,Central,Office Supplies,Binders,9.98,11,4
2018-05-01,Standard Class,Home Office,Texarkana,Arkansas,South,Technology,Accessories,48.9,5,2
2018-12-07,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Fasteners,3.552,12,4
2018-12-07,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,15.552,12,4
2018-11-30,Standard Class,Consumer,Edinburg,Texas,Central,Office Supplies,Fasteners,2.368,11,4
2018-12-07,First Class,Consumer,Toledo,Ohio,East,Technology,Accessories,127.984,12,4
2016-01-03,Standard Class,Corporate,Baytown,Texas,Central,Office Supplies,Paper,10.368,1,1
2016-11-14,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,11,4
2016-10-02,Second Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,270.34,10,4
2016-04-05,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,98.112,4,2
2016-04-05,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,10.428,4,2
2016-04-05,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,14.85,4,2
2016-04-05,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,41.988,4,2
2016-04-05,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,7.584,4,2
2016-04-05,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Bookcases,352.45,4,2
2018-06-05,First Class,Consumer,Pearland,Texas,Central,Technology,Phones,470.376,6,2
2018-09-18,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,19.44,9,3
2018-09-18,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,9.82,9,3
2018-07-18,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,161.568,7,3
2018-07-18,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,16.096,7,3
2018-07-18,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,7.656,7,3
2018-07-18,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,311.976,7,3
2016-12-01,Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Storage,61.68,12,4
2016-12-01,Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Binders,63.96,12,4
2017-06-28,Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,359.976,6,2
2018-08-28,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.344,8,3
2018-08-28,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,26.72,8,3
2015-09-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,30.28,9,3
2015-09-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,57.93,9,3
2015-09-17,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,35.34,9,3
2015-09-17,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,137.24,9,3
2017-03-14,First Class,Consumer,Harlingen,Texas,Central,Furniture,Bookcases,241.332,3,1
2017-03-14,First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,5.184,3,1
2017-03-14,First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Art,145.544,3,1
2017-08-26,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,5.472,8,3
2017-08-26,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,8,3
2018-09-02,Standard Class,Consumer,Bakersfield,California,West,Office Supplies,Art,9.4,9,3
2018-09-02,Standard Class,Consumer,Bakersfield,California,West,Office Supplies,Labels,74.0,9,3
2018-09-02,Standard Class,Consumer,Bakersfield,California,West,Technology,Phones,201.584,9,3
2016-06-16,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Envelopes,28.752,6,2
2016-06-16,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Paper,27.216,6,2
2016-06-16,Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,197.372,6,2
2018-05-18,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,14.56,5,2
2018-05-18,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.048,5,2
2018-05-27,Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,25.92,5,2
2017-05-16,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,17.34,5,2
2018-11-18,Standard Class,Consumer,Homestead,Florida,South,Office Supplies,Paper,44.384,11,4
2018-11-18,Standard Class,Consumer,Homestead,Florida,South,Office Supplies,Supplies,2.944,11,4
2017-11-18,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Art,6.368,11,4
2017-11-18,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,48.848,11,4
2017-11-18,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Paper,19.648,11,4
2017-11-18,Standard Class,Home Office,Pasadena,Texas,Central,Furniture,Chairs,255.108,11,4
2015-11-28,Second Class,Consumer,Freeport,New York,East,Office Supplies,Binders,17.248,11,4
2017-03-01,Standard Class,Corporate,Denver,Colorado,West,Technology,Phones,159.984,3,1
2018-01-15,Standard Class,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,12.7,1,1
2015-04-04,Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,5.47,4,2
2015-04-04,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,79.36,4,2
2017-06-26,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,22.14,6,2
2017-05-29,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,11.277,5,2
2017-05-29,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Art,4.448,5,2
2017-05-29,Standard Class,Consumer,Nashville,Tennessee,South,Furniture,Furnishings,44.76,5,2
2016-10-19,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,38.28,10,4
2016-10-19,Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,149.95,10,4
2018-02-19,First Class,Home Office,Los Angeles,California,West,Office Supplies,Art,12.84,2,1
2018-02-19,First Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,44.67,2,1
2017-09-22,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,7.872,9,3
2015-11-12,Second Class,Corporate,Asheville,North Carolina,South,Office Supplies,Art,7.872,11,4
2017-04-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,88.04,4,2
2017-05-20,First Class,Home Office,Colorado Springs,Colorado,West,Office Supplies,Binders,40.635,5,2
2016-06-01,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,5.728,6,2
2016-06-01,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,42.24,6,2
2015-11-22,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,53.82,11,4
2016-02-22,Second Class,Home Office,Sterling Heights,Michigan,Central,Office Supplies,Art,79.36,2,1
2017-03-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,13.48,3,1
2017-03-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,29.8,3,1
2017-03-29,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,414.0,3,1
2017-03-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,41.328,3,1
2017-10-22,First Class,Consumer,Richmond,Virginia,South,Furniture,Furnishings,39.92,10,4
2018-10-02,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,8.94,10,4
2018-10-02,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,84.784,10,4
2015-12-23,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,53.316,12,4
2015-12-23,Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,56.52,12,4
2018-12-15,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,22.77,12,4
2017-07-07,Second Class,Consumer,Los Angeles,California,West,Furniture,Chairs,287.968,7,3
2017-07-07,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,48.94,7,3
2017-04-17,Standard Class,Consumer,Lakewood,California,West,Furniture,Bookcases,257.499,4,2
2018-04-08,Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Appliances,41.95,4,2
2017-04-17,Standard Class,Corporate,Columbia,Tennessee,South,Furniture,Furnishings,79.12,4,2
2015-11-25,Second Class,Consumer,Woonsocket,Rhode Island,East,Furniture,Furnishings,52.96,11,4
2015-11-03,Standard Class,Consumer,Lancaster,Pennsylvania,East,Office Supplies,Supplies,286.344,11,4
2016-05-01,Standard Class,Corporate,Tampa,Florida,South,Furniture,Furnishings,63.552,5,2
2016-05-01,Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Supplies,41.376,5,2
2016-05-01,Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Art,172.704,5,2
2016-03-08,Standard Class,Consumer,Kenosha,Wisconsin,Central,Office Supplies,Art,14.98,3,1
2016-03-08,Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Furnishings,373.08,3,1
2016-07-17,Second Class,Corporate,Port Saint Lucie,Florida,South,Furniture,Bookcases,231.92,7,3
2015-10-11,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,63.47,10,4
2015-10-11,Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,345.0,10,4
2017-03-03,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Machines,287.91,3,1
2017-03-03,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Envelopes,36.6,3,1
2016-12-10,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Art,1.78,12,4
2016-12-10,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,25.92,12,4
2016-12-10,Standard Class,Consumer,Roswell,Georgia,South,Technology,Accessories,101.94,12,4
2016-12-18,Standard Class,Corporate,Louisville,Colorado,West,Office Supplies,Art,6.848,12,4
2018-01-01,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,474.43,1,1
2018-11-21,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,8.448,11,4
2018-11-21,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,39.296,11,4
2016-12-22,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Art,17.12,12,4
2016-08-23,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Labels,8.64,8,3
2016-08-23,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,193.8,8,3
2016-08-23,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,21.4,8,3
2016-08-23,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,97.88,8,3
2016-08-23,Standard Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,251.91,8,3
2016-08-23,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,25.86,8,3
2015-06-22,Standard Class,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,170.058,6,2
2015-06-22,Standard Class,Consumer,Chester,Pennsylvania,East,Technology,Phones,82.782,6,2
2018-10-27,First Class,Corporate,San Francisco,California,West,Technology,Phones,95.84,10,4
2018-08-11,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Paper,29.664,8,3
2018-08-11,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Art,9.184,8,3
2018-08-11,First Class,Corporate,Bedford,Texas,Central,Technology,Phones,153.584,8,3
2018-08-11,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Binders,12.864,8,3
2018-12-24,Standard Class,Consumer,Lafayette,Louisiana,South,Technology,Machines,479.97,12,4
2018-12-24,Standard Class,Consumer,Lafayette,Louisiana,South,Furniture,Chairs,232.88,12,4
2017-09-26,Standard Class,Home Office,Covington,Washington,West,Office Supplies,Appliances,236.88,9,3
2017-09-26,Standard Class,Home Office,Covington,Washington,West,Office Supplies,Paper,29.9,9,3
2017-09-26,Standard Class,Home Office,Covington,Washington,West,Technology,Accessories,100.0,9,3
2017-12-12,Same Day,Corporate,Lorain,Ohio,East,Office Supplies,Binders,18.693,12,4
2017-12-12,Same Day,Corporate,Lorain,Ohio,East,Technology,Accessories,383.952,12,4
2016-12-28,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,24.816,12,4
2015-12-29,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,24.9,12,4
2015-12-29,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,21.12,12,4
2015-12-29,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,14.352,12,4
2015-12-29,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,191.976,12,4
2015-12-29,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Labels,274.77,12,4
2015-12-29,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,70.56,12,4
2016-06-25,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,204.85,6,2
2016-04-02,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,9.156,4,2
2018-10-21,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,23.992,10,4
2016-07-16,First Class,Corporate,New York City,New York,East,Office Supplies,Paper,80.88,7,3
2018-06-24,Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,276.69,6,2
2018-06-24,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,172.764,6,2
2015-09-29,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,4.224,9,3
2015-09-29,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,409.272,9,3
2015-09-29,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,55.44,9,3
2015-09-29,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.928,9,3
2015-09-29,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,67.176,9,3
2016-11-20,Standard Class,Consumer,Oakland,California,West,Technology,Phones,72.744,11,4
2017-11-01,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,68.112,11,4
2016-09-17,First Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,25.032,9,3
2017-03-10,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,39.992,3,1
2015-06-23,First Class,Consumer,Concord,North Carolina,South,Office Supplies,Art,20.016,6,2
2015-06-23,First Class,Consumer,Concord,North Carolina,South,Office Supplies,Supplies,3.104,6,2
2015-11-01,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Fasteners,7.52,11,4
2015-11-01,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Art,10.272,11,4
2015-11-01,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,47.808,11,4
2017-08-28,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,13.14,8,3
2017-08-28,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,10.024,8,3
2017-08-28,First Class,Consumer,Dallas,Texas,Central,Furniture,Bookcases,156.3728,8,3
2018-11-15,Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,220.064,11,4
2018-11-15,Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,339.136,11,4
2016-12-19,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Binders,7.04,12,4
2016-12-19,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Fasteners,5.04,12,4
2016-12-19,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,116.28,12,4
2016-12-21,First Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,47.976,12,4
2017-09-25,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Paper,60.048,9,3
2017-09-25,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Binders,5.022,9,3
2018-06-24,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,182.994,6,2
2018-06-24,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Paper,10.272,6,2
2018-09-07,First Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,7.857,9,3
2017-08-04,Second Class,Corporate,Sacramento,California,West,Technology,Phones,302.384,8,3
2017-08-04,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,20.952,8,3
2017-08-04,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,11.784,8,3
2017-04-01,Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,20.7,4,2
2017-04-01,Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,10.95,4,2
2017-04-01,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,14.352,4,2
2018-05-16,First Class,Consumer,Akron,Ohio,East,Office Supplies,Storage,221.024,5,2
2016-08-24,Standard Class,Consumer,Florence,Kentucky,South,Technology,Accessories,79.96,8,3
2015-09-23,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,32.4,9,3
2015-09-23,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,404.9,9,3
2015-09-23,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,12.94,9,3
2018-06-19,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,2.264,6,2
2018-06-19,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,0.444,6,2
2018-06-19,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,146.176,6,2
2018-12-21,Same Day,Home Office,Fremont,Nebraska,Central,Furniture,Furnishings,15.92,12,4
2018-08-07,Standard Class,Consumer,San Diego,California,West,Technology,Phones,159.96,8,3
2018-08-07,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,13.76,8,3
2017-08-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.312,8,3
2016-09-07,Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,13.96,9,3
2016-09-07,Same Day,Consumer,New York City,New York,East,Furniture,Tables,27.414,9,3
2016-12-25,Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,73.98,12,4
2016-12-25,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,160.98,12,4
2016-12-25,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,17.34,12,4
2016-12-25,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,3.28,12,4
2016-05-02,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,8.856,5,2
2016-05-02,Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,158.376,5,2
2016-11-24,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,3.168,11,4
2016-11-24,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,11,4
2016-11-24,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,454.86,11,4
2016-11-24,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,91.392,11,4
2018-09-04,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,19.04,9,3
2018-05-11,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,37.44,5,2
2018-05-11,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Labels,37.59,5,2
2018-05-11,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Binders,26.032,5,2
2015-05-11,Standard Class,Corporate,Watertown,New York,East,Office Supplies,Appliances,35.91,5,2
2018-07-27,Second Class,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,91.032,7,3
2018-05-06,First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,54.66,5,2
2015-09-19,Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,67.344,9,3
2016-03-29,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,73.28,3,1
2015-11-18,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,14.48,11,4
2016-07-02,Standard Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,11.952,7,3
2016-07-02,Standard Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,15.552,7,3
2015-09-08,Standard Class,Consumer,Chesapeake,Virginia,South,Office Supplies,Fasteners,45.0,9,3
2015-09-08,Standard Class,Consumer,Chesapeake,Virginia,South,Technology,Machines,209.97,9,3
2018-10-02,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,112.12,10,4
2018-11-19,Standard Class,Consumer,Alexandria,Virginia,South,Office Supplies,Fasteners,25.06,11,4
2017-12-30,First Class,Corporate,Deer Park,Texas,Central,Office Supplies,Binders,6.924,12,4
2018-12-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,37.392,12,4
2018-12-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,79.12,12,4
2017-06-13,Standard Class,Consumer,Wichita,Kansas,Central,Office Supplies,Labels,18.9,6,2
2015-05-19,Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,57.42,5,2
2018-01-30,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,12.74,1,1
2018-01-30,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,8.82,1,1
2018-01-30,Standard Class,Home Office,San Francisco,California,West,Furniture,Chairs,120.784,1,1
2016-11-28,Standard Class,Consumer,Freeport,New York,East,Furniture,Furnishings,322.59,11,4
2018-10-23,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,9.762,10,4
2018-10-23,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,13.72,10,4
2018-10-23,Standard Class,Consumer,Austin,Texas,Central,Technology,Accessories,55.2,10,4
2018-10-23,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,259.136,10,4
